audio_id,file_name,instrument_label,instrument_family,source_dataset,performing_style,sample_rate,duration,bit_depth,channels,license,path,notes
dan_Tranh_107,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_107.wav,Đoạn cắt thứ 3 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_108,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_108.wav,Đoạn cắt thứ 4 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_109,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_109.wav,Đoạn cắt thứ 5 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_110,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_110.wav,Đoạn cắt thứ 6 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_111,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_111.wav,Đoạn cắt thứ 7 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_112,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_112.wav,Đoạn cắt thứ 8 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_113,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_113.wav,Đoạn cắt thứ 9 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_114,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_114.wav,Đoạn cắt thứ 10 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_115,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_115.wav,Đoạn cắt thứ 11 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_116,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_116.wav,Đoạn cắt thứ 12 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_117,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_117.wav,Đoạn cắt thứ 13 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_118,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_118.wav,Đoạn cắt thứ 14 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_119,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_119.wav,Đoạn cắt thứ 15 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_120,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_120.wav,Đoạn cắt thứ 16 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_121,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_121.wav,Đoạn cắt thứ 17 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_122,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_122.wav,Đoạn cắt thứ 18 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_123,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_123.wav,Đoạn cắt thứ 19 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_124,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_124.wav,Đoạn cắt thứ 20 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_125,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_125.wav,Đoạn cắt thứ 21 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_126,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_126.wav,Đoạn cắt thứ 22 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_127,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_127.wav,Đoạn cắt thứ 23 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_128,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_128.wav,Đoạn cắt thứ 24 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_129,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_129.wav,Đoạn cắt thứ 25 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_130,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_130.wav,Đoạn cắt thứ 26 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_131,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_131.wav,Đoạn cắt thứ 27 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_132,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,10.0,16,1,free,dataset_clean/dan_Tranh_132.wav,Đoạn cắt thứ 28 trên 29 đoạn của file gốc (3-10s)
dan_Tranh_133,Tình Ca Đất Bắc - Hải Phượng Đàn Tranh.mp3,dan_tranh,string,downloads_dantranh,pluck,44100,8.542766439909297,16,1,free,dataset_clean/dan_Tranh_133.wav,Đoạn cắt thứ 29 trên 29 đoạn của file gốc (3-10s)
